iter	RMSE
198	2.345562265
199	2.33905572
200	2.334841154
201	2.328410149
202	2.326690342
203	2.323216404
204	2.320793902
205	2.319590582
206	2.316822056
207	2.313312404
208	2.306599656
209	2.305777392
210	2.304856757
211	2.300812713
212	2.299785914
213	2.296747682
214	2.293481834
215	2.293159257
216	2.287286472
217	2.284762793
218	2.279625333
219	2.276469363
220	2.275738777
221	2.272791408
222	2.27029181
223	2.267961046
224	2.265358693
225	2.26014634
226	2.259282887
227	2.256107032
228	2.255532143
229	2.254694228
230	2.251762005
231	2.250266747
232	2.246504734
233	2.246130574
234	2.245753039
235	2.244290502
236	2.239574257
237	2.238914232
238	2.238585611
239	2.232956234
240	2.229761046
241	2.229424309
242	2.228293327
243	2.227640669
244	2.226310478
245	2.225709578
246	2.225128412
247	2.219210536
248	2.217986226
249	2.217639527
250	2.215451418
251	2.211514585
252	2.207551447
253	2.201100026
254	2.200672163
255	2.195081532
256	2.192994735
257	2.192210057
258	2.187499417
259	2.185773915
260	2.185034913
261	2.181607063
262	2.176877472
263	2.175684002
264	2.16977997
265	2.163883839
266	2.163425496
267	2.158195715
268	2.152523512
269	2.146138338
270	2.142456378
271	2.137950279
272	2.134985282
273	2.134656308
274	2.132336665
275	2.127562183
276	2.127136394
277	2.123501741
278	2.122374484
279	2.119936086
280	2.119743327
281	2.11847226
282	2.114259404
283	2.109722439
284	2.106313601
285	2.102548856
286	2.101199683
287	2.098982243
288	2.098535948
289	2.093912885
290	2.088336559
291	2.08517543
292	2.0847903
293	2.078775292
294	2.07511018
295	2.071770783
296	2.067895534
297	2.067215061
298	2.065307991
299	2.061157439
300	2.058016848
301	2.0561529
302	2.052784381
303	2.052328417
304	2.051133315
305	2.047496644
306	2.044127723
307	2.039459629
308	2.034808068
309	2.031675144
310	2.02893522
311	2.023801552
312	2.023482373
313	2.019356558
314	2.015644132
315	2.012542126
316	2.009048239
317	2.005568811
318	2.005259756
319	2.002896616
320	1.999928991
321	1.999794993
322	1.997057833
323	1.992398479
324	1.989678846
325	1.989412176
326	1.987221681
327	1.983480753
328	1.981513539
329	1.976558579
330	1.973636937
331	1.968969549
332	1.965910242
333	1.964936877
334	1.962146923
335	1.960181066
336	1.955506683
337	1.952505621
338	1.950213712
339	1.949543565
340	1.947035973
341	1.944915825
342	1.940197387
343	1.937486121
344	1.934663214
345	1.930060838
346	1.927184162
347	1.92501237
348	1.921657251
349	1.918945964
350	1.916745416
351	1.914722584
352	1.910658931
353	1.906081047
354	1.902556774
355	1.899743308
356	1.89499085
357	1.890625071
358	1.888499865
359	1.885346646
360	1.882459701
361	1.879378047
362	1.875533654
363	1.872521286
364	1.870186943
365	1.866453709
366	1.864001179
367	1.863445632
368	1.862651906
369	1.858399288
370	1.854208642
371	1.850872051
372	1.850501315
373	1.847935449
374	1.845149609
375	1.84222756
376	1.839745454
377	1.836002987
378	1.833462842
379	1.831084744
380	1.827739657
381	1.826571423
382	1.824154372
383	1.821232281
384	1.818946668
385	1.815381361
386	1.812511118
387	1.811694295
388	1.808448014
389	1.805309105
390	1.804953819
391	1.803071011
392	1.801031327
393	1.797197517
394	1.796791983
395	1.79370946
396	1.791234525
397	1.788311819
398	1.788191265
399	1.786530007
400	1.78410857
401	1.780528504
402	1.777756331
403	1.77558859
404	1.774195348
405	1.770749386
406	1.76862677
407	1.766828913
408	1.765393574
409	1.763015127
410	1.760015192
411	1.756434088
412	1.754839888
413	1.751220778
414	1.748446855
415	1.746502151
416	1.742622585
417	1.741037229
418	1.740385963
419	1.737602202
420	1.734173094
421	1.730822177
422	1.727172178
423	1.724090961
424	1.720749934
425	1.718880485
426	1.715646683
427	1.712539482
428	1.710732747
429	1.708420579
430	1.705202219
431	1.702267234
432	1.699746521
433	1.69744819
434	1.695259354
435	1.692802705
436	1.691524904
437	1.688832
438	1.686570128
439	1.683818932
440	1.681294753
441	1.678689836
442	1.675689389
443	1.673415055
444	1.671755467
445	1.66870415
446	1.665134708
447	1.662983881
448	1.660638562
449	1.657466984
450	1.654310869
451	1.652516819
452	1.649906011
453	1.647536578
454	1.645263753
455	1.643768273
456	1.640844807
457	1.638004793
458	1.634512479
459	1.631879021
460	1.629682045
461	1.627534477
462	1.623614164
463	1.620952721
464	1.617738077
465	1.61542312
466	1.612825094
467	1.610945237
468	1.608487966
469	1.606696551
470	1.602945609
471	1.6022512
472	1.60034425
473	1.597483417
474	1.596040485
475	1.594258409
476	1.592086823
477	1.589650897
478	1.586485471
479	1.585923245
480	1.5829497
481	1.581052397
482	1.578670739
483	1.576688714
484	1.574437727
485	1.572994576
486	1.570784276
487	1.568002262
488	1.565128265
489	1.563248441
490	1.561415468
491	1.5597182
492	1.55826863
493	1.555609308
494	1.552982806
495	1.551153147
496	1.54882281
497	1.546631093
498	1.5439188
499	1.541789153
500	1.540347554
501	1.538512406
502	1.537175102
503	1.535568375
504	1.533342543
505	1.531357914
506	1.52830287
507	1.527137663
508	1.52514974
509	1.523786407
510	1.521681932
511	1.519660917
512	1.517797882
513	1.515769779
514	1.514745686
515	1.513626437
516	1.510992665
517	1.509099041
518	1.505987597
519	1.502715214
520	1.499930963
521	1.498067692
522	1.496140963
523	1.493089558
524	1.491539384
525	1.488580898
526	1.486508913
527	1.48386607
528	1.481710825
529	1.480558223
530	1.478264993
531	1.476502966
532	1.4746388
533	1.471590789
534	1.469439546
535	1.466939527
536	1.466650386
537	1.465488742
538	1.463495375
539	1.461082986
540	1.459732933
541	1.458000989
542	1.456326697
543	1.455308512
544	1.452761392
545	1.450037324
546	1.447940245
547	1.445606396
548	1.443747037
549	1.442112486
550	1.440484243
551	1.438827312
552	1.438572564
553	1.435497515
554	1.432768828
555	1.431133965
556	1.429085721
557	1.426923424
558	1.425148113
559	1.423803353
560	1.421091234
561	1.419915008
562	1.41726291
563	1.415124622
564	1.412816459
565	1.41048444
566	1.408059299
567	1.406333146
568	1.40468023
569	1.40298669
570	1.402190081
571	1.400344733
572	1.397496594
573	1.3962977
574	1.394929796
575	1.392174087
576	1.391806807
577	1.389294513
578	1.387590023
579	1.386934084
580	1.38582167
581	1.384243142
582	1.382676565
583	1.38090781
584	1.37923746
585	1.378009864
586	1.377741778
587	1.375528236
588	1.374418536
589	1.374122225
590	1.371940324
591	1.369408932
592	1.368161357
593	1.367058109
594	1.365392601
595	1.364217591
596	1.363724957
597	1.362299599
598	1.359997958
599	1.359013805
600	1.357783413
601	1.356537063
602	1.355903874
603	1.353905177
604	1.353180942
605	1.350998486
606	1.348902042
607	1.347702027
608	1.345350796
609	1.343478352
610	1.341769384
611	1.34030568
612	1.33910696
613	1.337382002
614	1.33692969
615	1.334666636
616	1.332965028
617	1.330299375
618	1.32849068
619	1.326986374
620	1.324340802
621	1.322511434
622	1.321040557
623	1.319102243
624	1.317877113
625	1.315459289
626	1.313574414
627	1.311329743
628	1.30972237
629	1.30855903
630	1.306681798
631	1.304305974
632	1.302590304
633	1.300338831
634	1.298967425
635	1.297487692
636	1.296050373
637	1.294207304
638	1.292893184
639	1.291995624
640	1.291067432
641	1.288736724
642	1.287858501
643	1.285686709
644	1.283778777
645	1.281766443
646	1.280354905
647	1.278548631
648	1.27690013
649	1.275134161
650	1.274453338
651	1.272125239
652	1.271171243
653	1.269767388
654	1.267542532
655	1.265771189
656	1.264585757
657	1.264394752
658	1.263344356
659	1.261467099
660	1.259816639
661	1.258971014
662	1.257861955
663	1.25625377
664	1.254502342
665	1.253237454
666	1.251108863
667	1.249372195
668	1.248096069
669	1.246781394
670	1.244728917
671	1.243672709
672	1.242238012
673	1.24103108
674	1.240080984
675	1.238057478
676	1.236987715
677	1.234854902
678	1.233803706
679	1.23346612
680	1.232278936
681	1.230135808
682	1.228021451
683	1.227213232
684	1.226750039
685	1.224339141
686	1.222191181
687	1.220875485
688	1.220651515
689	1.21874082
690	1.217500539
691	1.215981829
692	1.214640515
693	1.212868601
694	1.212322346
695	1.211167625
696	1.210805008
697	1.210091024
698	1.208910954
699	1.207083753
700	1.205257468
701	1.203896397
702	1.202687422
703	1.201380363
704	1.20120165
705	1.19973435
706	1.198238683
707	1.197204218
708	1.195667814
709	1.193832518
710	1.193546655
711	1.192616647
712	1.192063052
713	1.19044625
714	1.188940767
715	1.187427049
716	1.186726417
717	1.184895804
718	1.184668333
719	1.18435975
720	1.182302329
721	1.181473204
722	1.180242521
723	1.178305329
724	1.177304747
725	1.176237751
726	1.174708759
727	1.17352206
728	1.171746926
729	1.170337444
730	1.169080211
731	1.167550586
732	1.166907977
733	1.16635543
734	1.16450737
735	1.163620429
736	1.16180684
737	1.160612046
738	1.159873568
739	1.158478659
740	1.158138237
741	1.156269944
742	1.154687142
743	1.153540597
744	1.153241007
745	1.15194007
746	1.150004469
747	1.148007007
748	1.146196612
749	1.144504097
750	1.143433845
751	1.142419551
752	1.140901183
753	1.140608077
754	1.138368776
755	1.137731258
756	1.13591219
757	1.135600278
758	1.13501113
759	1.134529757
760	1.133394858
761	1.131776445
762	1.131252597
763	1.130162057
764	1.128983161
765	1.127400512
766	1.126308562
767	1.125768379
768	1.124168724
769	1.122533946
770	1.122261151
771	1.121695967
772	1.120464649
773	1.118831363
774	1.117587611
775	1.11619556
776	1.11489619
777	1.113040656
778	1.112010952
779	1.1110376
780	1.109802271
781	1.108370961
782	1.107424929
783	1.105904855
784	1.104076081
785	1.102676188
786	1.100942537
787	1.099606463
788	1.097829183
789	1.096209306
790	1.095010954
791	1.093766578
792	1.092763393
793	1.09121168
794	1.089321689
795	1.088469617
796	1.087975965
797	1.086748401
798	1.085339075
799	1.083811556
800	1.082903376
801	1.081603853
802	1.0807002
803	1.080487776
804	1.078775827
805	1.077420432
806	1.076274891
807	1.075282797
808	1.074117655
809	1.07256052
810	1.07110995
811	1.069590625
812	1.068489388
813	1.06706656
814	1.066071043
815	1.065793472
816	1.065420227
817	1.064508627
818	1.063596122
819	1.061819543
820	1.06076404
821	1.060401496
822	1.05930149
823	1.057663496
824	1.056616268
825	1.056016082
826	1.054551709
827	1.054241217
828	1.053176409
829	1.052200015
830	1.051932185
831	1.050307638
832	1.04896533
833	1.047386339
834	1.045579702
835	1.044281281
836	1.043210825
837	1.041576183
838	1.040556559
839	1.039671242
840	1.03875875
841	1.037604049
842	1.036467108
843	1.035094874
844	1.033905965
845	1.032967881
846	1.031890681
847	1.030807451
848	1.02938179
849	1.027944308
850	1.026840783
851	1.025659976
852	1.024648382
853	1.024379334
854	1.023476027
855	1.022491377
856	1.02155654
857	1.020339344
858	1.019016636
859	1.017922811
860	1.01638836
861	1.015531596
862	1.014225882
863	1.013378629
864	1.012122889
865	1.010882429
866	1.009759676
867	1.008970319
868	1.007701264
869	1.007096649
870	1.005725916
871	1.004742669
872	1.004234367
873	1.003414614
874	1.003184121
875	1.002180628
876	1.001188509
877	0.9999109815
878	0.9985765662
879	0.9973868271
880	0.9966849646
881	0.995351973
882	0.9942483148
883	0.9937966717
884	0.9936504278
885	0.9926084977
886	0.991316681
887	0.9907735458
888	0.9904590328
889	0.9894075949
890	0.9880168256
891	0.9866582106
892	0.9847394756
893	0.9838588429
894	0.9836098962
895	0.9827012556
896	0.9818734567
897	0.9809935833
898	0.980842397
899	0.9799082996
900	0.9784340502
901	0.9780835488
902	0.9769347263
903	0.9757820482
904	0.9744509241
905	0.973525239
906	0.9727792248
907	0.9712683408
908	0.9710546269
909	0.9698608283
910	0.9686433369
911	0.9670826854
912	0.9657302224
913	0.9648770032
914	0.9645546372
915	0.9644084515
916	0.9633573208
917	0.9620346553
918	0.9605623172
919	0.9592619662
920	0.9578953469
921	0.9564191319
922	0.95568304
923	0.9542731585
924	0.9532716492
925	0.9519912079
926	0.951177626
927	0.9500647083
928	0.9490818184
929	0.948498107
930	0.9476561658
931	0.9460592699
932	0.9456235946
933	0.9447727181
934	0.9436633659
935	0.9431251983
936	0.9419932803
937	0.9412184974
938	0.940418143
939	0.9392356464
940	0.9384624094
941	0.9375093386
942	0.9367077807
943	0.935321998
944	0.9346605056
945	0.9334076303
946	0.9329179029
947	0.9320750151
948	0.9315262093
949	0.93077332
950	0.9296086668
951	0.9287282023
952	0.927687437
953	0.9275297278
954	0.9263271359
955	0.9253522592
956	0.9250525061
957	0.9241044722
958	0.9236246767
959	0.9221546441
960	0.9208165916
961	0.9197924981
962	0.9182632206
963	0.9169006513
964	0.9158185783
965	0.9156677673
966	0.9148190729
967	0.914141067
968	0.9134040393
969	0.9123289159
970	0.9117059224
971	0.9108244063
972	0.9100861578
973	0.9096666685
974	0.9083904517
975	0.9073338877
976	0.9061234526
977	0.9059336736
978	0.9049454561
979	0.9037014177
980	0.9026402156
981	0.9012780257
982	0.9011035729
983	0.900971786
984	0.9002561448
985	0.8993386794
986	0.8989453436
987	0.8976767203
988	0.897547893
989	0.8964533566
990	0.895696876
991	0.8946567898
992	0.8931727822
993	0.8923819186
994	0.8910284153
995	0.889960298
996	0.8889142294
997	0.8880083889
998	0.8868237713
999	0.8859460864
